Year,Event Date,Artist,Venue,City
2023,18-08-2023,Higher Power,The Dome,London
2023,18-08-2023,The Fall of Troy,New Cross Inn,London
2023,18-08-2023,Ese & The Vooduu People,The Night Owl,London
2023,18-08-2023,Kehlani,Victoria Park,London
2023,18-08-2023,Tamera,Victoria Park,London
2023,18-08-2023,Fury,Cart & Horses,London
2023,18-08-2023,Sampha,Victoria Park,London
2023,18-08-2023,Stormzy,Victoria Park,London
2023,18-08-2023,Gilles Peterson,Victoria Park,London
2023,18-08-2023,Lucky Daye,Victoria Park,London
2023,18-08-2023,Voltstorm,Cart & Horses,London
2023,18-08-2023,Debbie,Victoria Park,London
2023,18-08-2023,Ms Banks,Victoria Park,London
2023,18-08-2023,Jungle,PRYZM,Kingston upon Thames
2023,18-08-2023,WSTRN,Victoria Park,London
2023,18-08-2023,Knucks,Victoria Park,London
2023,18-08-2023,Jungle,PRYZM,Kingston upon Thames
2023,18-08-2023,Kid Quill,Colours Hoxton,London
2023,18-08-2023,Golpe,Studio 9294,London
2023,18-08-2023,Charles,Lord's Cricket Ground,London
2023,18-08-2023,The Weeknd,Wembley Stadium,London
2023,18-08-2023,KAYTRANADA,Wembley Stadium,London
2023,18-08-2023,ABBA Voyage,ABBA Arena,London
2023,18-08-2023,Mike Dean,Wembley Stadium,London
2023,18-08-2023,Bad Breeding,Studio 9294,London
2023,18-08-2023,DYLAN,OMERA,London
2023,17-08-2023,Playgrounded,The Dome,London
2023,17-08-2023,The Manatees,The Dublin Castle,London
2023,17-08-2023,Urne,The Black Heart,London
2023,17-08-2023,Caligula’s Horse,The Dome,London
2023,17-08-2023,Joji,Gunnersbury Park,London
2023,17-08-2023,Biohazard,O2 Academy Islington,London
2023,17-08-2023,Loose Ends,Boisdale of Canary Wharf,London
2023,17-08-2023,Amos Lee,Garde Arts Center,New London
2023,17-08-2023,rei brown,Gunnersbury Park,London
2023,17-08-2023,SavageRealm,Gunnersbury Park,London
2023,17-08-2023,Lil Toe,Gunnersbury Park,London
2023,17-08-2023,Guranfoe,Servant Jazz Quarters,London
2023,17-08-2023,Skydaddy,The Lexington,London
2023,17-08-2023,ABBA Voyage,ABBA Arena,London
2023,17-08-2023,Jake Owen,Delaware Speedway,Delaware
2023,17-08-2023,Oscar Lang,Omeara,London
2023,17-08-2023,Raging Speedhorn,O2 Academy Islington,London
2023,17-08-2023,Smoking Ocean,The Water Rats,London
2023,17-08-2023,Atmos Bloom,The Sebright Arms,London
2023,17-08-2023,GZA/Genius,Electric Brixton,London
2023,17-08-2023,Midnight Rodeo,The Sebright Arms,London
2023,17-08-2023,DAMEFRISØR,The Sebright Arms,London
2023,17-08-2023,Stella,MOTH Club,London
2023,17-08-2023,Jouis,Servant Jazz Quarters,London
2023,17-08-2023,Enjoyable Listens,The Dublin Castle,London
2023,17-08-2023,Tribes,PRYZM,Kingston upon Thames
2023,16-08-2023,Imperial Age,Cart & Horses,London
2023,16-08-2023,Maija Sofia,The Lexington,London
2023,16-08-2023,Charley Stone,The Night Owl,London
2023,16-08-2023,Cassus,Camden Assembly,London
2023,16-08-2023,Band of Friends,The Forge,London
2023,16-08-2023,Simon Love,The Night Owl,London
2023,16-08-2023,Busted,Virgin Radio,London
2023,16-08-2023,Saetia,Camden Assembly,London
2023,16-08-2023,Mexican Dave,The Craft Beer Co. Limehouse,London
2023,16-08-2023,Oxbowlake,The Craft Beer Co. Limehouse,London
2023,16-08-2023,Holy Fawn,Oslo Hackney,Hackney
2023,16-08-2023,batwings,The Craft Beer Co. Limehouse,London
2023,16-08-2023,Mega Bog,The Lexington,London
2023,16-08-2023,Dan Croll,Rough Trade East,London
2023,16-08-2023,Tom Speight,St John's Church,Kingston upon Thames
2023,16-08-2023,N-Dubz,PRYZM,Kingston upon Thames
2023,16-08-2023,The Amazons,MOTH Club,London
2023,16-08-2023,Ascended Dead,New Cross Inn,London
2023,16-08-2023,Elder,Maida Vale Studios,London
2023,16-08-2023,Iain Matthews,Green Note,London
2023,16-08-2023,Vacuous,New Cross Inn,London
2023,16-08-2023,Deteriorot,New Cross Inn,London
2023,16-08-2023,micky c and all the sad sad people,The Night Owl,London
2023,16-08-2023,The Callous Daoboys,Oslo Hackney,Hackney
2023,15-08-2023,Spencer Cullum,The Ivy House,Southwark
2023,15-08-2023,Sugar Horse,The Dome,London
2023,15-08-2023,The Yacht Club,MOTH Club,London
2023,15-08-2023,The St Pierre Snake Invasion,The Dome,London
2023,15-08-2023,itoldyouiwouldeatyou,MOTH Club,London
2023,15-08-2023,La Bestia de Gevaudan,New Cross Inn,London
2023,15-08-2023,Terra Twin,The Sebright Arms,London
2023,15-08-2023,Seraphina Simone,The Oval,London
2023,15-08-2023,Ese & The Vooduu People,Pizza Express Live,London
2023,15-08-2023,Chinese Football,MOTH Club,London
2023,15-08-2023,Chat Pile,The Dome,London
2023,15-08-2023,Chris Cacavas,Green Note,London
2023,15-08-2023,Danny Ocean,O2 Academy Islington,London
2023,15-08-2023,Elder,The Black Heart,London
2023,15-08-2023,Franck Carducci,The Camden Club,London
2023,15-08-2023,Anne-Marie,PRYZM,Kingston upon Thames
2023,15-08-2023,Bell Witch,Oslo Hackney,Hackney
2023,15-08-2023,Saetia,The Underworld,London
2023,15-08-2023,Human Interest,The Shacklewell Arms,London
2023,15-08-2023,Cassus,The Underworld,London
2023,15-08-2023,Ain't,The Shacklewell Arms,London
2023,15-08-2023,Tom Rasmussen,Coal Drops Yard,London
2023,14-08-2023,Deicide,229 The Venue,London
2023,14-08-2023,Dawn Ray’d,The Dome,London
2023,14-08-2023,Russian Circles,Heaven,London
2023,14-08-2023,Petbrick,The Dome,London
2023,14-08-2023,De Profundis,229 The Venue,London
2023,14-08-2023,Chat Pile,The Dome,London
2023,14-08-2023,Chinese Football,MOTH Club,London
2023,14-08-2023,Liv.e,Rough Trade East,London
2023,14-08-2023,Wiegedood,Heaven,London
2023,14-08-2023,ABBA Voyage,ABBA Arena,London
2023,14-08-2023,Etran de L’Aïr,Cafe OTO,London
2023,14-08-2023,Swans,Maida Vale Studios,London
2023,13-08-2023,Voodoo Glow Skulls,New Cross Inn,London
2023,13-08-2023,Simon Doty,Finsbury Park,London
2023,13-08-2023,Nicky Elisabeth,Finsbury Park,London
2023,13-08-2023,Hang the Bastard,The Dome,London
2023,13-08-2023,Marsh,Finsbury Park,London
2023,13-08-2023,Jody Wisternoff & James Grant,Finsbury Park,London
2023,13-08-2023,The World Is a Beautiful Place & I Am No Longer Afraid to Die,Luna Lounge,Leytonstone
2023,13-08-2023,Neversaid,Signature Brew Haggerston,London
2023,13-08-2023,Deijuvhs,Gunnersbury Park,London
2023,13-08-2023,Arizona Law,The Black Heart,London
2023,13-08-2023,Jo-Jo & The Teeth,The Black Heart,London
2023,13-08-2023,Ming City Rockers,The Black Heart,London
2023,13-08-2023,Limp Bizkit,Gunnersbury Park,London
2023,13-08-2023,Pendulum,Gunnersbury Park,London
2023,13-08-2023,Joey Valence & Brae,Gunnersbury Park,London
2023,13-08-2023,Church of Misery,The Dome,London
2023,13-08-2023,ABBA Voyage,ABBA Arena,London
2023,13-08-2023,Eyehategod,The Dome,London
2023,13-08-2023,ABBA Voyage,ABBA Arena,London
2023,13-08-2023,KennyHoopla,Gunnersbury Park,London
2023,13-08-2023,East Forest,Islington Assembly Hall,London
2023,13-08-2023,D.R.I.,The Underworld,London
2023,13-08-2023,Craig David,Crystal Palace Bowl,London
2023,13-08-2023,Freddie McGregor,Electric Brixton,London
2023,12-08-2023,Jemma Freeman and the Cosmic Something,Windmill Brixton,London
2023,12-08-2023,Girls of the Internet,Brixton Jamm,London
2023,12-08-2023,CMAT,Crystal Palace Bowl,London
2023,12-08-2023,AR/CO,Gunnersbury Park,London
2023,12-08-2023,Bellevue Days,AMP Studios,London
2023,12-08-2023,Visions of Atlantis,The Underworld,London
2023,12-08-2023,Black Foxxes,AMP Studios,London
2023,12-08-2023,The Hives,PRYZM,Kingston upon Thames
2023,12-08-2023,Mysie,Lord's Cricket Ground,London
2023,12-08-2023,Joy Anonymous,Finsbury Park,London
2023,12-08-2023,Dendera,The Underworld,London
2023,12-08-2023,Love Remain,Finsbury Park,London
2023,12-08-2023,Sofi Tukker,Gunnersbury Park,London
2023,12-08-2023,Bad Nerves,O2 Forum Kentish Town,London
2023,12-08-2023,The Hives,PRYZM,Kingston upon Thames
2023,12-08-2023,Skylights,The Lower Third,London
2023,12-08-2023,Four Tet,Finsbury Park,London
2023,12-08-2023,DAGames,Novotel West Hammersmith,London
2023,12-08-2023,Kygo,Gunnersbury Park,London
2023,12-08-2023,Neversaid,AMP Studios,London
2023,12-08-2023,Rodney Cromwell,The Strongroom Bar,London
2023,12-08-2023,JOHN,Studio 9294,London
2023,12-08-2023,Tummyache,Studio 9294,London
2023,12-08-2023,ABBA Voyage,ABBA Arena,London
2023,12-08-2023,Boldy James & The Alchemist,KOKO,London
2023,12-08-2023,William The Conqueror,Sound Lounge,Sutton
2023,12-08-2023,Local Mad Man,Signature Brew Haggerston,London
2023,12-08-2023,Slow Faction,Signature Brew Haggerston,London
2023,12-08-2023,Lissy Taylor,The Lower Third,London
2023,12-08-2023,Adnan Sami,OVO Arena Wembley,London
2023,12-08-2023,The Struts,O2 Forum Kentish Town,London
2023,12-08-2023,ABBA Voyage,ABBA Arena,London
2023,12-08-2023,P.I.G,Signature Brew Haggerston,London
2023,12-08-2023,Bug Central,Signature Brew Haggerston,London
2023,12-08-2023,Swaraj Chronos,Signature Brew Haggerston,London
2023,12-08-2023,Seraina Telli,The Underworld,London
2023,12-08-2023,Jungle,Rough Trade East,London
2023,12-08-2023,Omega Tribe,Signature Brew Haggerston,London
2023,12-08-2023,Rites of Hadda,Signature Brew Haggerston,London
2023,12-08-2023,Klamp,Studio 9294,London
2023,12-08-2023,Budapest Festival Orchestra,Royal Albert Hall,London
2023,12-08-2023,Anarchistwood,Signature Brew Haggerston,London
2023,12-08-2023,86TVs,Crystal Palace Bowl,London
2023,12-08-2023,Industry Standard,Windmill Brixton,London
2023,12-08-2023,The World Is a Beautiful Place & I Am No Longer Afraid to Die,Oslo Hackney,Hackney
2023,12-08-2023,Billen Ted,Gunnersbury Park,London
2023,12-08-2023,First Aid Kit,Crystal Palace Bowl,London
2023,12-08-2023,Flyte,Crystal Palace Bowl,London
2023,12-08-2023,MK,Gunnersbury Park,London
2023,12-08-2023,Frank Walker,Gunnersbury Park,London
2023,11-08-2023,As Living Arrows,The Shacklewell Arms,London
2023,11-08-2023,Colony House,Bush Hall,London
2023,11-08-2023,Kölsch,Fabric,London
2023,11-08-2023,Meshell Ndegeocello,Maida Vale Studios,London
2023,11-08-2023,James,Crystal Palace Bowl,London
2023,11-08-2023,Annie Mac,Finsbury Park,London
2023,11-08-2023,GIRLBAND!,Crystal Palace Bowl,London
2023,11-08-2023,Hurray for the Riff Raff,Omeara,London
2023,11-08-2023,Happy Mondays,Crystal Palace Bowl,London
2023,11-08-2023,Hollie Cook,Banquet Records,Kingston upon Thames
2023,11-08-2023,The Sun Ra Arkestra,The Forge,London
2023,11-08-2023,Chalk Hands,The Shacklewell Arms,London
2023,11-08-2023,Connie Campsie,Coal Drops Yard,London
2023,11-08-2023,Paper Anthem,The Spice of Life,London
2023,11-08-2023,Italia 90,Oslo Hackney,Hackney
2023,11-08-2023,The Slackers,Islington Assembly Hall,London
2023,11-08-2023,The Skints,Dingwalls,London
2023,11-08-2023,Faintest Idea,Dingwalls,London
2023,11-08-2023,King Prawn,New Cross Inn,London
2023,11-08-2023,Child Bite,Richmond Tavern,London
2023,11-08-2023,Joliette,The Shacklewell Arms,London
2023,11-08-2023,Ida Mae,Coal Drops Yard,London
2023,11-08-2023,ABBA Voyage,ABBA Arena,London
2023,11-08-2023,The Hives,Rough Trade East,London
2023,11-08-2023,The Vanity Project,Amersham Arms,London
2023,10-08-2023,Miles Kane,PRYZM,Kingston upon Thames
2023,10-08-2023,Alien Chicks,The George Tavern,London
2023,10-08-2023,Blockhead,Jazz Cafe,London
2023,10-08-2023,Ese & The Vooduu People,Notting Hill Arts Club,London
2023,10-08-2023,Nik Bärtsch’s Ronin,Ronnie Scott's Jazz Club,London
2023,10-08-2023,ABBA Voyage,ABBA Arena,London
2023,10-08-2023,Walt Disco,The scoop,London
2023,10-08-2023,The Sun Ra Arkestra,The Forge,London
2023,10-08-2023,The Sherlocks,Rough Trade East,London
2023,10-08-2023,Marcos Valle,EartH,Hackney
2023,10-08-2023,MY BABY,Hootananny,London
2023,09-08-2023,Hermetic Delight,The Strongroom Bar,London
2023,09-08-2023,Drain,New Cross Inn,London
2023,09-08-2023,R.A.P. Ferreira,Jazz Cafe,London
2023,09-08-2023,Tara Lily,The Oval,London
2023,09-08-2023,ladylike,Dream Bags Jaguar Shoes,London
2023,09-08-2023,Eldon Somers,Jazz Cafe,London
2023,09-08-2023,Contour,Jazz Cafe,London
2023,09-08-2023,Liam Gallagher,KOKO,London
2023,09-08-2023,AJ Suede,Jazz Cafe,London
2023,09-08-2023,Panic Pocket,The Night Owl,London
2023,09-08-2023,Parenthesis Dot Dot Dot,The Night Owl,London
2023,09-08-2023,Last Wishes,New Cross Inn,London
2023,09-08-2023,Monica Chasen,Hackney Empire,Hackney
2023,09-08-2023,Dynamite,New Cross Inn,London
2023,09-08-2023,Mama Terra,Ronnie Scott's Jazz Club,London
2023,09-08-2023,Joel Stoker,KOKO,London
2023,09-08-2023,False Reality,New Cross Inn,London
2023,09-08-2023,Big Special,The Dublin Castle,London
2023,09-08-2023,Exciter,The Underworld,London
2023,09-08-2023,Enjoyable Listens,The Dublin Castle,London
2023,09-08-2023,Hypsoline,Dream Bags Jaguar Shoes,London
2023,08-08-2023,VC Pines,Lord's Cricket Ground,London
2023,08-08-2023,The Human Error,New Cross Inn,London
2023,08-08-2023,SULK,The Shacklewell Arms,London
2023,08-08-2023,Hypnotic Brass Ensemble,Ronnie Scott's Jazz Club,London
2023,08-08-2023,Pegboy,New Cross Inn,London
2023,08-08-2023,Tom Barford,East Side Jazz Club,Leytonstone
2023,08-08-2023,Ben Howard,PRYZM,Kingston upon Thames
2023,08-08-2023,Hidden Intent,The Underworld,London
2023,08-08-2023,Freddie McGregor,Jazz Cafe,London
2023,08-08-2023,All Hail The Yeti,The Black Heart,London
2023,08-08-2023,Damnation's Hammer,The Underworld,London
2023,08-08-2023,Sacred Reich,The Underworld,London
2023,08-08-2023,ABBA Voyage,ABBA Arena,London
2023,08-08-2023,Chocolate Hills,Rough Trade East,London
2023,08-08-2023,Kyoto Jazz Massive,The Forge,London
2023,07-08-2023,ABBA Voyage,ABBA Arena,London
2023,07-08-2023,Corey Taylor,PRYZM,Kingston upon Thames
2023,07-08-2023,Ben Howard,Rough Trade East,London
2023,06-08-2023,Special Request,Finsbury Park,London
2023,06-08-2023,DMX Krew,Finsbury Park,London
2023,06-08-2023,Martin Carthy,MOTH Club,London
2023,06-08-2023,Sister Sledge,Crystal Palace Bowl,London
2023,06-08-2023,Freddie McGregor,Jazz Cafe,London
2023,06-08-2023,Hobo Johnson,Camden Assembly,London
2023,06-08-2023,Dead Fish,The Black Heart,London
2023,06-08-2023,The Konks,The Clissold Arms,London
2023,06-08-2023,Frozen Soul,Boston Music Room,London
2023,06-08-2023,Celestial Sanctuary,Boston Music Room,London
2023,06-08-2023,Neville Staple,Southwark Park,London
2023,06-08-2023,House Gospel Choir,Crystal Palace Bowl,London
2023,06-08-2023,ABBA Voyage,ABBA Arena,London
2023,06-08-2023,ABBA Voyage,ABBA Arena,London
2023,06-08-2023,Tess Parks,Rough Trade West,London
2023,06-08-2023,Peggy Gou,Finsbury Park,London
2023,06-08-2023,Dukwa,Finsbury Park,London
2023,06-08-2023,Out of Love,Old Blue Last,London
2023,06-08-2023,Paula Tape,Finsbury Park,London
2023,06-08-2023,Hiver,Finsbury Park,London
2023,06-08-2023,Wallowing,Boston Music Room,London
2023,06-08-2023,GIRLI,The Oval,London
2023,06-08-2023,Drain,Old Blue Last,London
2023,06-08-2023,Matisa,Finsbury Park,London
2023,05-08-2023,Wu-Lu,Southwark Park,London
2023,05-08-2023,Anthony Naples,Southwark Park,London
2023,05-08-2023,James Massiah,Southwark Park,London
2023,05-08-2023,Dave Okumu,Southwark Park,London
2023,05-08-2023,Laura Misch,Southwark Park,London
2023,05-08-2023,Lucinda Chua,Southwark Park,London
2023,05-08-2023,Yu Su,Southwark Park,London
2023,05-08-2023,Anja Ngozi,Southwark Park,London
2023,05-08-2023,Sheiva,Southwark Park,London
2023,05-08-2023,ABBA Voyage,ABBA Arena,London
2023,05-08-2023,John Talabot,Southwark Park,London
2023,05-08-2023,Reno Divorce,The Black Heart,London
2023,05-08-2023,Skinny Lister,Barking Folk Festival,Barking
2023,05-08-2023,IAMDDB,Southwark Park,London
2023,05-08-2023,The Dirty Nil,The Underworld,London
2023,05-08-2023,Henry Rollins,Dingwalls,London
2023,05-08-2023,Spoegwolf,Electric Ballroom,London
2023,05-08-2023,ABBA Voyage,ABBA Arena,London
2023,05-08-2023,The Cavemen.,Southwark Park,London
2023,05-08-2023,Calvaria,The Hope and Anchor,London
2023,05-08-2023,ODD EYE CIRCLE,O2 Forum Kentish Town,London
2023,05-08-2023,Skindred,PRYZM,Kingston upon Thames
2023,05-08-2023,Even as We Speak,The Lexington,London
2023,05-08-2023,Beans on Toast,Barking Folk Festival,Barking
2023,05-08-2023,Jimmy Carr,New Victoria Theatre,Woking
2023,05-08-2023,PARAFFIN,The Gunners Pub,London
2023,05-08-2023,Katy B,Crystal Palace Bowl,London
2023,05-08-2023,PVA,Southwark Park,London
2023,05-08-2023,Erika de Casier,Southwark Park,London
2023,05-08-2023,Jimmy Carr,New Victoria Theatre,Woking
2023,05-08-2023,Dave Stewart & Barbara Gaskin,Kings Place Hall One,London
2023,05-08-2023,Rudimental,Crystal Palace Bowl,London
2023,05-08-2023,Squid,Southwark Park,London
2023,05-08-2023,Charlotte Adigéry & Bolis Pupul,Southwark Park,London
2023,05-08-2023,Kelman Duran,Southwark Park,London
2023,05-08-2023,Loraine James,Southwark Park,London
2023,05-08-2023,Space Afrika,Southwark Park,London
2023,05-08-2023,The Luxembourg Signal,The Lexington,London
2023,05-08-2023,Latenight Honeymoon,The Finsbury,London
2023,05-08-2023,Deitus,Boston Music Room,London
2023,05-08-2023,caroline,Southwark Park,London
2023,05-08-2023,DJ Python,Southwark Park,London
2023,05-08-2023,Leon Vynehall,Southwark Park,London
2023,05-08-2023,Kelly Lee Owens,Southwark Park,London
2023,05-08-2023,Louis Culture,Southwark Park,London
2023,05-08-2023,Yazz Ahmed,Southwark Park,London
2023,04-08-2023,Gwenifer Raymond,MOTH Club,London
2023,04-08-2023,Sloppy Seconds,The Underworld,London
2023,04-08-2023,THWACK!,The Cavendish Arms,London
2023,04-08-2023,Primal Scream,Crystal Palace Bowl,London
2023,04-08-2023,T.S.O.L.,The Underworld,London
2023,04-08-2023,Plastics,New Cross Inn,London
2023,04-08-2023,Hobo Johnson,The Black Heart,London
2023,04-08-2023,Dynamite,New Cross Inn,London
2023,04-08-2023,Steve von Till,St John on Bethnal Green,London
2023,04-08-2023,Girl Ray,Rough Trade East,London
2023,04-08-2023,Haress,St John on Bethnal Green,London
2023,04-08-2023,Judie Tzuke,Nell's Jazz and Blues,London
2023,04-08-2023,Bill Brewster,Banquet Records,Kingston upon Thames
2023,04-08-2023,Kiran Leonard,The George Tavern,London
2023,04-08-2023,Edwin McCain,Town Center,London
2023,04-08-2023,N-Dubz,PRYZM,Kingston upon Thames
2023,04-08-2023,The Jesus and Mary Chain,Crystal Palace Bowl,London
2023,04-08-2023,ABBA Voyage,ABBA Arena,London
2023,04-08-2023,The Black Angels,Crystal Palace Bowl,London
2023,04-08-2023,Iglu & Hartly,O2 Academy 2 Islington,London
2023,04-08-2023,Shovel Dance Collective,MOTH Club,London
2023,04-08-2023,Nothing But Thieves,Amazon Music Content Studios,London
2023,04-08-2023,Cameron Sanderson,Scala,London
2023,04-08-2023,THE HARA,Scala,London
2023,04-08-2023,Yuja Wang,Royal Albert Hall,London
2023,04-08-2023,Greg Sykes,Wink's Eatery,London
2023,04-08-2023,Akari Mochizuki,MOTH Club,London
2023,04-08-2023,Teenage Bottlerocket,The Underworld,London
2023,04-08-2023,Shelly Rastin,Victoria Park,London
2023,04-08-2023,EXPOSÉ,The Chequers,Hornchurch
2023,03-08-2023,Modern Guilt,Paper Dress Vintage,Hackney
2023,03-08-2023,Vintage Trouble,Electric Brixton,London
2023,03-08-2023,John Storgårds,Royal Albert Hall,London
2023,03-08-2023,Hobo Johnson,The Sebright Arms,London
2023,03-08-2023,milkshed.,Paper Dress Vintage,Hackney
2023,03-08-2023,Deadbeat Bracket,The Horn,St Albans
2023,03-08-2023,Pearl Handled Revolver,The Fiddler's Elbow,London
2023,03-08-2023,Dexys,PRYZM,Kingston upon Thames
2023,03-08-2023,Acua,The Victoria,London
2023,03-08-2023,Murphy’s Law,New Cross Inn,London
2023,03-08-2023,Sugababes,Colour Factory,London
2023,03-08-2023,Viper Soup Complex,The Fiddler's Elbow,London
2023,03-08-2023,Julian Taylor,The Water Rats,London
2023,03-08-2023,William The Conqueror,Rough Trade East,London
2023,03-08-2023,Fizzy Orange,Windmill Brixton,London
2023,03-08-2023,Lokust,Boston Music Room,London
2023,03-08-2023,Standin' Man,Electric Brixton,London
2023,03-08-2023,ABBA Voyage,ABBA Arena,London
2023,02-08-2023,Amy Hollinrake,Cafe OTO,London
2023,02-08-2023,Be’lakor,The Dome,London
2023,02-08-2023,Damim,The Dome,London
2023,02-08-2023,Sophie Crawford,Cafe OTO,London
2023,02-08-2023,Milkweed,Cafe OTO,London
2023,02-08-2023,Damim,The Dome,London
2023,02-08-2023,Gang Green,The Black Heart,London
2023,02-08-2023,Dexys,Rough Trade East,London
2023,02-08-2023,Hobo Johnson,The Social,London
2023,02-08-2023,SNM,The Dublin Castle,London
2023,02-08-2023,Pulley,New Cross Inn,London
2023,02-08-2023,Joseph Arthur,The Fiddler,London
2023,02-08-2023,YSY A,Jazz Cafe,London
2023,02-08-2023,Mary Coughlan,229 The Venue,London
2023,02-08-2023,Marie Bashiru,Cafe OTO,London
2023,02-08-2023,Asha Gold,Lord's Cricket Ground,London
2023,02-08-2023,Hiraes,The Dome,London
2023,02-08-2023,Bruno Major,Oslo Hackney,Hackney
2023,02-08-2023,Sody,The Lower Third,London
2023,02-08-2023,Jacken Elswyth,Cafe OTO,London
2023,01-08-2023,Mac DeMarco,Hackney Empire,Hackney
2023,01-08-2023,Sugababes,Potter's Field,London
2023,01-08-2023,Pusha T,Eventim Apollo,London
2023,01-08-2023,People Person,The Hope and Anchor,London
2023,01-08-2023,Silverline,The Dublin Castle,London
2023,01-08-2023,Dee Dee Bridgewater,Royal Albert Hall,London
2023,01-08-2023,Ricky Gervais,New Victoria Theatre,Woking
2023,01-08-2023,Canned Pineapple,Dream Bags Jaguar Shoes,London
2023,01-08-2023,Kiefer Sutherland,PRYZM,Kingston upon Thames
2023,01-08-2023,DITZ,Omeara,London
2023,01-08-2023,Matty Ram,The Horn,St Albans
2023,01-08-2023,SUEP,Omeara,London
2023,01-08-2023,Jordy,Eventim Apollo,London
2023,01-08-2023,White Gates,The Bedford Arms,London
2023,01-08-2023,the olllam,Irish Cultural Centre,London
2023,01-08-2023,Lunch Money Life,Rough Trade East,London
2023,01-08-2023,Grandmas House,Omeara,London
2023,01-08-2023,"Butler, Blake & Grant",Green Note,London
2023,01-08-2023,MDC,New Cross Inn,London
2023,31-07-2023,William The Conqueror,Banquet Records,Kingston upon Thames
2023,31-07-2023,Annelien Van Wauwe,Royal Albert Hall,London
2023,31-07-2023,Georgia,Rough Trade East,London
2023,31-07-2023,Síomha,Irish Cultural Centre,London
2023,31-07-2023,Emergency Break,Rooz Studios,London
2023,31-07-2023,Ricky Gervais,New Victoria Theatre,Woking
2023,31-07-2023,Mac DeMarco,Hackney Empire,Hackney
2023,31-07-2023,Le Vent du Nord,The Lexington,London
2023,31-07-2023,Tyler Hyde,The George Tavern,London
2023,31-07-2023,Blue Bendy,The George Tavern,London
2023,31-07-2023,"Butler, Blake & Grant",Green Note,London
2023,31-07-2023,Skydaddy,The George Tavern,London
2023,31-07-2023,the olllam,Irish Cultural Centre,London
2023,31-07-2023,ABBA Voyage,ABBA Arena,London
2023,30-07-2023,The Fades,The George,Twickenham
2023,30-07-2023,Lilith Ai,The George,Twickenham
2023,30-07-2023,Living Body,The Eel Pie Pub,Twickenham
2023,30-07-2023,ABBA Voyage,ABBA Arena,London
2023,30-07-2023,Cherym,The Eel Pie Pub,Twickenham
2023,30-07-2023,PYJÆN,Diamond Jubilee Gardens,Twickenham
2023,30-07-2023,ABBA Voyage,ABBA Arena,London
2023,30-07-2023,Teeth,Rum Runners,London
2023,30-07-2023,Vapor,The Underworld,London
2023,30-07-2023,Prestige,The Underworld,London
2023,30-07-2023,Possessed,The Underworld,London
2023,30-07-2023,Goat Girl,TWICKENHAM,Twickenham
2023,30-07-2023,Koo Koo,New Cross Inn,London
2023,30-07-2023,Matt Miller,The Underworld,London
2023,30-07-2023,The Molotovs,Flood Lane,Twickenham
2023,30-07-2023,Tinie Tempah,ExCel,London
2023,30-07-2023,Mac DeMarco,Hackney Empire,Hackney
2023,30-07-2023,Unknown Vandals,The Tooting Tram and Social,London
2023,30-07-2023,Mudshark,The Devonshire Arms,London
2023,30-07-2023,The Brand New Heavies,Blackheath Common,London
2023,30-07-2023,The Dualers,Blackheath Common,London
2023,30-07-2023,Perfect Strangers,The Tooting Tram and Social,London
2023,30-07-2023,Incognito,Blackheath Common,London
2023,30-07-2023,Mystery Jets,Church Street,Twickenham
2023,30-07-2023,Billy Ocean,Blackheath Common,London
2023,30-07-2023,Ronan Keating,Blackheath Common,London
2023,30-07-2023,Alien Chicks,The George,Twickenham
2023,30-07-2023,Flat Party,The Eel Pie Pub,Twickenham
2023,29-07-2023,Godthrymm,Cart & Horses,London
2023,29-07-2023,Saoirse,Village Underground,London
2023,29-07-2023,BloodSlugs,The Dome,London
2023,29-07-2023,Brioche,Boston Music Room,London
2023,29-07-2023,Skurvi,Boston Music Room,London
2023,29-07-2023,Pizzatramp,The Dome,London
2023,29-07-2023,Pulp,Eventim Apollo,London
2023,29-07-2023,Herbie Hancock,Barbican Centre,London
2023,29-07-2023,Glitter Kick,The Underworld,London
2023,29-07-2023,Killdren,Boston Music Room,London
2023,29-07-2023,ABBA Voyage,ABBA Arena,London
2023,29-07-2023,Butch Kassidy,Old Blue Last,London
2023,29-07-2023,ABBA Voyage,ABBA Arena,London
2023,29-07-2023,Peter Kay,The O2 Arena,London
2023,29-07-2023,Crapsons,Boston Music Room,London
2023,29-07-2023,Vanity Fairy,The Strongroom Bar,London
2023,29-07-2023,Rosie Alena,The Strongroom Bar,London
2023,29-07-2023,Quinn XCII,O2 Shepherd's Bush Empire,London
2023,29-07-2023,Dinosaur Skull,The Birds Nest,London
2023,29-07-2023,Octo Octa,Village Underground,London
2023,29-07-2023,The Sporadics,The Dome,London
2023,29-07-2023,Frankie Stubbs,The Dome,London
2023,29-07-2023,Kimberly Steaks,Boston Music Room,London
2023,29-07-2023,Yur Mum,The Dome,London
2023,29-07-2023,Wonk Unit,The Dome,London
2023,29-07-2023,Lisa O’Neill,Eventim Apollo,London
2023,29-07-2023,Moreish Idols,Old Blue Last,London
2023,29-07-2023,Tony Njoku,The Strongroom Bar,London
2023,29-07-2023,Emergency Break,Camden Assembly,London
2023,29-07-2023,Play Dead,Boston Music Room,London
2023,29-07-2023,Pushpin,Old Blue Last,London
2023,29-07-2023,Lemondaze,Dream Bags Jaguar Shoes,London
2023,29-07-2023,Hot Face,Dream Bags Jaguar Shoes,London
